Unnamed: 0,topics
3894,"saakashvili, world, aimed, disrupting, election"
3895,"president, fullscale, declare, demand, house"
3896,"openly, peace, ukraine, donbas, russia"
3897,"service, last, behind, ukrainian, terrorism"
3898,"eu, platform, order, financial, resource"
3899,"manipulated, nikulin, service, american, security"
3900,"muslim, front, bacon, eating, man"
3901,"fake, news, soros, azerbaijan, targeted"
3902,"poland, wwii, initiator"
3903,"place, antirussian, west, event, ukraine"
3904,"merkel, angela, admitted, crimea, russia"
3905,"billion, european, impoverished, disaster, completely"
3906,"technical, cause, second, going, nuclear"
3907,"authority, qualified, become, worker, living"
3908,"centre, power, hybrid, nato, license"
3909,"donbas, people, volunteer, fighting, prevent"
3910,"west, fm, russia, korea, north"
3911,"west, kaliningrad, russian, russia, region"
3912,"west, narrative, russian, russia, region"
3913,"west, kaliningrad, russian, russia, region"
3914,"west, kaliningrad, russian, russia, region"
3915,"west, kaliningrad, russian, russia, region"
3916,"fled, west, kaliningrad, russia, region"
3917,"say, seek, russia, freeze, special"
3918,"wearing, defeat, judoka, neck, around"
3919,"food, ukraine, introduce, price, according"
3920,"armenian, convention, people, value, christian"
3921,"deprives, ukraine, lead, coal, independence"
3922,"apart, probability, fall, ukraine"
3923,"apart, probability, ukraine, fall"
3924,"fined, muslim, bacon, sweden, eating"
3925,"doesnt, statesupported, accuse, russia, mclaren"
3926,"news, view, cnn, maintaining, total"
3927,"expansion, democrat, russianlanguage, medium, russian"
3928,"said, merkel, angela, tomorrow, want"
3929,"cause, union, society, globalisation, liberalism"
3930,"sanction, like, maidan, country, gay"
3931,"consequence, fear, agreement, signing, implementation"
3932,"eu, unemployed, commissioner, country, people"
3933,"congratulation, merkel, offer, marriage, child"
3934,nan
3935,nan
3936,"scared, west, monster, ukraine, created"
3937,"eve, blame, donbas, kyiv, offensive"
3938,"male, white, heterosexual, university, people"
3939,nan
3940,"tear, nbsp, away, need, land"
3941,"foot, shot, ukraine, country, reform"
3942,"give, ton, however, help, firefighting"
3943,"population, eu, decline, human, country"
3944,"eu, doctor, country, disease, migrant"
3945,"ukraine, receive, may, ukrainian, problem"
3946,"interfered, evidence, exists, brexit, russia"
3947,"dairy, ukraine, country, create, product"
3948,"colour, flag, shoot, noble, refused"
3949,"europe, africa, conspiracy, european, global"
3950,"war, country, korea, want, global"
3951,"constructed, facility, operation, american, armed"
3952,"arsenal, syria, completely, supervision, destroyed"
3953,"staff, washington, forced, reduce, one"
3954,"sir, plan, secret, article, claiming"
3955,"terrorist, attack, individual, plotted, certain"
3956,"caused, laboratory, ukraine, epidemic, weapon"
3957,"terrorist, car, belgium, people, refuse"
3958,"stage, intelligence, plan, john, ossetia"
3959,"state, exercise, military, russia, finland"
3960,"reunited, crimea, russia"
3961,"jew, planned, polish, ukraine, politically"
3962,"mh, explosion, plane, investigation, destroyed"
3963,"mechanized, god, perun, donetsk, resident"
3964,"process, map, collapse, hole, country"
3965,"population, brother, jew, war, member"
3966,"pill, ultimate, degenerate, symbol, society"
3967,"sponsored, degenerate, society, education, revolution"
3968,"state, action, head, manipulation, thus"
3969,"sacrificed, pagan, donetsk, group, serviceman"
3970,"president, ukraine, tie, ukrainian, want"
3971,"claim, summit, plane, russian, could"
3972,"establish, depends, ukraine, tie, want"
3973,"visible, eu, ukraineeu, ukraine, beginning"
3974,"break, moldova, romania, country, part"
3975,"first, forward, presence, czech, approved"
3976,"involve, conflict, stay, create, ukrainian"
3977,"brother, collaborator, film, nazi, baltic"
3978,"europe, totalitarian, estonia, even, ran"
3979,"shameful, nationalist, praising, movie, soldier"
3980,"ngo, inspired, website, economic, migrant"
3981,"quarter, identify, ussr, ukrainian, citizen"
3982,"finnish, representative, smuggling, involved, finland"
3983,"arm, finnish, smuggling, russia, may"
3984,"prepare, fleet, operation, sea, russian"
3985,"even, therefore, going, keep, soldier"
3986,"unauthorised, action, police, double, standard"
3987,"monument, soviet, war, city, ukrainian"
3988,"come, public, munich, government, entire"
3989,"white, zone, helmet, organisation, part"
3990,"europe, try, war, destroy, defending"
3991,"postsoviet, ukraine, several, fatal, proved"
3992,"day, hamburg, molotov, street, representative"
3993,"official, open, donetsk, republic, representation"
3994,"slave, walk, poland, worker, ukrainian"
3995,"ethnicity, ban, data, law, protection"
3996,"estonia, regiment, russophobe, fascist, procession"
3997,"violence, policy, towards, threatens, refuse"
3998,"european, people, continued, integration, current"
3999,"muslim, fgm, female, genital, undergone"
4000,"state, element, south, armed, border"
4001,"biometric, name, issue, liable, list"
4002,"planning, intelligence, major, attack, ukrainian"
4003,"freedom, law, medium, fundamental, want"
4004,"state, ukraine, falling, total, part"
4005,"came, poland, mariinka, ukraine, apu"
4006,"put, town, police, russia, kyivs"
4007,"old, pretend, minor, year, migrant"
4008,"socalled, world, medium, kosovo, onesided"
4009,"virus, cause, botulism, epidemic, turning"
4010,"half, pension, may, ukrainian, requirement"
4011,"terrorist, attack, aim, ukraine, conducting"
4012,"sentence, doctor, human, european, months"
4013,"planning, major, eve, terrorist, caught"
4014,"launching, way, group, support, new"
4015,"rock, elzy, russia, group, ukrainian"
4016,"merkel, angela, germany, dictatorship, liable"
4017,"sanction, union, nation, myth, propaganda"
4018,"criminality, ukraine, worse"
4019,"peace, donbas, continue, affair, zolotye"
4020,"policy, paris, washington, fruitless, strasbourg"
4021,"polish, donbas, mercenary, fighting, soldier"
4022,"equal, language, racist, iq, kyiv"
4023,"polish, ukraine, mercenary, eastern, stanytsia"
4024,"turk, boat, member, according, live"
4025,"president, coup, became, petro, poroshenko"
4026,"day, victory, event, video, shelled"
4027,"west, script, preparing, currently, next"
4028,"impose, chechnya, killed, people, time"
4029,"europe, even, security, russia, guarantor"
4030,"nato, encircling, russia"
4031,"promise, broken, dissolve, west, nato"
4032,"isi, east, way, group, support"
4033,"need, looking, italy, immigrant, sexual"
4034,"ukranian, aware, selling, passport, isi"
4035,"germany, area, turned, training, military"
4036,"integrity, controllable, upon, eastern, european"
4037,"intelligence, isi, obtained, support, judicial"
4038,"high, getting, country, sweden, zone"
4039,"kiev, jet, planned, ukrainian, around"
4040,"claim, ii, war, world, lead"
4041,"state, europe, fourth, whole, control"
4042,"threat, republic, national, security, nato"
4043,"migration, usa, invasion, crisis, organized"
4044,"iran, coup, aim, country, supporting"
4045,"responsible, earlier, attack, white, syria"
4046,"george, nest, soros, orange, supported"
4047,"abu, irib, killed, national, albaghdadi"
4048,"first, escaped, russia, family, german"
4049,"ensure, police, area, help, sweden"
4050,"warns, war, civil, country, help"
4051,"responded, president, debt, argentina, renegotiation"
4052,"schulz, front, winning, raise, spd"
4053,"leave, eu, germany, may, finland"
4054,"medical, territory, care, people, free"
4055,"usa, similar, american, education, peer"
4056,"germany, rebuilding, donbas, warwracked, want"
4057,"destabilize, order, central, eastern, western"
4058,"ban, eu, economy, exportsthe, want"
4059,"chief, national, immigrant, sweden, piece"
4060,"official, france, people, republic, representation"
4061,"ukranian, bulgaria, anyway, denied, visafree"
4062,"oligarch, president, made, france, group"
4063,"grand, border, shrink, aimed, cut"
4064,"war, start, american, russia, syria"
4065,"practicing, war, russia, nato, nuclear"
4066,"ussr, diminishing, moscow, nato, medieval"
4067,"poland, close, ukraine, border, want"
4068,"possible, participation, coup, became, presidential"
4069,"differently, piano, help, programme, kindergarten"
4070,"wearing, foreign, us, ukraine, nato"
4071,"sanction, antirussian, begun, world, fight"
4072,"syrian, jet, planned, advance, escalate"
4073,"europe, occupy, czech, army, attempting"
4074,"whole, give, eastern, sweep, promised"
4075,"defence, jet, deliberate, plane, nato"
4076,"europe, main, destroying, entity, antieuropean"
4077,"eu, interested, ukrainian, travel, visafree"
4078,"defense, minister, plane, russian, tried"
4079,"antirussian, vilnius, free, russia, gathering"
4080,"intercepted, last, american, russian, violated"
4081,"planned, spy, impact, show, cia"
4082,"rigging, get, pickle, swedish, radio"
4083,"usa, split, occupy, support, al"
4084,"totalitarian, voter, sputnik, many, regime"
4085,"space, newsroom, paid, former, give"
4086,"metal, outdated, gas, network, needed"
4087,"poland, ambassador, piekło, implemented, proposed"
4088,"police, ensuring, small, world, strategic"
4089,"state, syrian, surrender, since, support"
4090,"premier, rubbish, city, jazz, problem"
4091,"lenin, antirussian, president, ukrainianness, project"
4092,"governed, hope, would, respectively, gain"
4093,"banned, fleeing, george, ribbon, possibility"
4094,"state, much, like, bandit, ukraine"
4095,"leading, american, european, country, living"
4096,"president, ukraine, petro, hitler, supporter"
4097,"george, shoot, responsible, former, paratrooper"
4098,"play, lie, fall, gdr, revolution"
4099,"ago, reason, role, year, german"
4100,"west, prime, country, lead, opening"
4101,"lithuania, bomb, causing, town, flame"
4102,"preparation, salary, škoda, year, freeze"
4103,"biometric, visa, donbas, since, poroshenko"
4104,"st, banning, ribbon, ukraine, nazism"
4105,"funded, since, may, biological, armenia"
4106,"department, defense, building, apartment, nuclear"
4107,"action, fund, european, republic, czech"
4108,"history, change, topple, ukrainian, attempt"
4109,"kiselyov, unduly, vague, formulated, expressed"
4110,"participate, process, escaped, nine, german"
4111,"ukranian, western, project, russia, directed"
4112,"causing, department, dropped, nuclear, flame"
4113,"consulting, sign, eu, forced, free"
4114,"serb, war, world, slav, waging"
4115,"famine, recognize, ukraine, people, natural"
4116,"defence, trade, ukraine, cooperation, increased"
4117,"leave, eu, possibility, republic, examines"
4118,"state, socialism, facism, ukraine, national"
4119,"russia, west, away, lukashenka, identity"
4120,"mother, situation, father, child, immorality"
4121,"interfere, france, ukraine, russia, anything"
4122,"serb, war, world, russian, especially"
4123,"away, nonvalid, terror, taken, finland"
4124,"president, fund, case, czech, fulfill"
4125,"question, crimean, referendum, observer, legality"
4126,"federation, trade, ukraine, cooperation, increased"
4127,"reluctant, ukrainian, travel, introduction, visafree"
4128,"planning, narcotise, cocaine, destroy, ukrainian"
4129,"thirdrate, turn, territory, become, baltic"
4130,"air, accepted, ukraine, donbas, resident"
4131,"germany, nazi, nato, baltic, soldier"
4132,"restaurant, eu, recent, approved, due"
4133,"state, behind, qatar, crisis, deep"
4134,"ukraine, east, crimea, nato, lost"
4135,"affair, implementing, depriving, natural, international"
4136,"order, organization, patriot, fight, ship"
4137,"changing, clothes, attack, government, strip"
4138,"oblast, luhansk, frontline, baltic, arrived"
4139,"russia, common, get, border, nato"
4140,"class, second, eastern, citizen, migrant"
4141,"endangered, eu, massive, republic, regime"
4142,"albanian, kalergi, xhaferi, macedonian, christian"
4143,"paedophilia, mean, european, homosexuality, value"
4144,"service, interest, creator, recent, fight"
4145,"terrorist, cnn, broadcast, group, live"
4146,"victory, america, last, destabilization, elected"
4147,"state, preventing, world, russia, fight"
4148,"eu, warn, fund, soros, ukrainian"
4149,"paris, agreement, donald, climate, protection"
4150,"merkel, paris, order, world, new"
4151,"eu, money, military, people, kyiv"
4152,"bulletin, american, scientist, goal, current"
4153,"lpr, trying, narcotic, government, smuggling"
4154,"europe, already, islam, signing, strasbourg"
4155,"eu, brussels, industrial, smuggled, supported"
4156,"socialist, government, country, successful, economic"
4157,"ukraine, doubt, hahn, regime, visafree"
4158,"eu, signing, moldovan, product, flooded"
4159,"map, oust, russia, divide, political"
4160,"interfered, trying, preemptive, hasnt, russia"
4161,"hybrid, ukraine, medium, help, social"
4162,"kersti, deutsche, russia, follows, welle"
4163,"ethnicity, bulgarian, ukraine, bessarabian, harassed"
4164,"polish, donbas, side, border, ukrainian"
4165,"accept, lisbon, czech, property, election"
4166,"lpr, secret, drugaddicted, using, citizen"
4167,"elite, neutralize, incrementally, million, teaching"
4168,"finnish, historian, european, people, part"
4169,"rockefeller, establish, slavic, namely, world"
4170,"manipulated, downing, flight, russia, discredit"
4171,"origin, based, ukraine, people, destroying"
4172,"bosnian, war, milosevic, crime, hague"
4173,"already, fait, head, ensured, thus"
4174,"establish, organised, crimea, new, revolution"
4175,"eu, amp, denmark, soon, euro"
4176,"foreigner, state, acquisition, prohibited, member"
4177,"service, tragedy, sbu, leaked, document"
4178,"georgia, accept, west, abkhazia, independence"
4179,"genetic, war, aggressor, since, russia"
4180,"europe, agreement, military, poor, international"
4181,"selling, american, daesh, weapon, soldier"
4182,"data, already, russian, denied, prizemoney"
4183,"strike, trying, invaded, hasnt, nuclear"
4184,"merkel, accomplice, plan, people, several"
4185,"relative, volodymyr, historian, tie, russian"
4186,"sbu, internal, crash, ukraine, leaked"
4187,"europe, eu, converting, ukrainian, visafree"
4188,"fraud, holocaust"
4189,"missile, terrorist, ukraine, russia, nuclear"
4190,"missile, terrorist, ukraine, russia, nuclear"
4191,"missile, facility, attack, russia, nuclear"
4192,"mueller, fbi, became, back, stb"
4193,"preparation, need, ukraine, military, donbas"
4194,"service, autonomy, persecuting, transcarpathia, ukrainian"
4195,"use, never, tactical, russia, nuclear"
4196,"fake, babis, president, czech, finance"
4197,"announce, departure, alliance, nato, support"
4198,"federation, ukraine, ending, russian, train"
4199,"flag, ussupported, attack, rebel, false"
4200,"state, orchestrated, deep"
4201,"day, intercourse, common, norway, homosexual"
4202,"kremlin, financing, lawsuit, justice, international"
4203,"court, claim, local, donbas, substantiated"
4204,"ngo, inception, initiated, people, million"
4205,"sovereign, aid, foreign, ukraine, relies"
4206,"eu, advantage, ukrainian, travel, visafree"
4207,"making, existence, threat, russian, nato"
4208,"state, parliament, compared, transformed, today"
4209,"involvement, given, dnc, russia, rich"
4210,"member, pope, revealed, freemason"
4211,"plan, nuclear, russia, region, want"
4212,"virus, attack, cry, world, national"
4213,"schoolgirl, polish, colleague, whore, banderist"
4214,"canada, ukraine, people, sabotage, holodomor"
4215,"provided, yerevan, department, threat, function"
4216,"germany, stem, libyaniger, take, control"
4217,"ukraine, donbas, petro, advocating, poroshenko"
4218,"guinea, turned, pig, regime, soldier"
4219,"missile, surprise, china, ground, russia"
4220,"eu, disadvantage, agreement, ukraine, leaf"
4221,"orchestrated, saudi, proven, syria, false"
4222,"russophobia, western, inseparable, identity"
4223,"forest, taking, ukraine, regime, visafree"
4224,"action, state, policy, towards, polish"
4225,"smm, near, ukrainian, subordinate, ordered"
4226,"news, care, mean, country, macron"
4227,"state, foundation, push, sold, deep"
4228,"existence, reason, created, russia, new"
4229,"idlib, crime, alleged, helmet, international"
4230,"poland, polish, american, scandal, soldier"
4231,"uranium, russia, sold, production, deep"
4232,"europe, state, build, new, finance"
4233,"taking, target, ukraine, russia, main"
4234,"moldova, land, european, republic, liquidation"
4235,"moldova, land, romania, european, republic"
4236,"moldova, land, legislative, european, republic"
4237,"moldova, territorial, legislative, european, republic"
4238,"recorded, requires, land, republic, returned"
4239,"street, antifascist, ukraine, showed, government"
4240,"ukraine, loses, eu, trade"
4241,"stringer, attack, seraqeb, jisr, erich"
4242,"bankrupcy, party, globalists, lose, le"
4243,"advance, brussels, globalists, result, election"
4244,"georgia, georgian, reunification, threat, revolution"
4245,"eu, extradition, representative, demand, kyiv"
4246,"sarin, orchestrated, rebel, arabia, syria"
4247,"ballot, damaged, pen, presidential, election"
4248,"achievement, confrontation, west, symbol, collective"
4249,"georgia, never, republic, abkhazia, conflictridden"
4250,"reunite, donbas, eurooriented, ukrainian, want"
4251,"juntafascist, soil, robbing, regime, resource"
4252,"sea, russian, take, port, control"
4253,"eu, extradition, representative, demand, kyiv"
4254,"much, system, decided, decision, global"
4255,"eu, extradition, representative, demand, kyiv"
4256,"angela, president, ending, russian, russia"
4257,"nothing, force, operation, nato, baltic"
4258,"chemical, staged, certain, al, ordered"
4259,"jazeera, country, filmed, al, ordered"
4260,"state, silent, eu, secret, medium"
4261,"claim, like, contrary, side, requirement"
4262,"day, nearly, three, peninsula, experiencing"
4263,"leading, bulletin, conquer, russia, current"
4264,"founded, crisis, european, border, refugee"
4265,"everywhere, thing, russian, country, imagine"
4266,"well, foreign, right, russia, document"
4267,"europe, prime, deputy, soros, world"
4268,"last, barbarossa, conquered, vladimir, according"
4269,"idlib, chemical, staged, stolen, syria"
4270,"attack, morgue, another, syria, kid"
4271,"equal, union, right, member, unlike"
4272,"broken, plague, tularemia, city, hospital"
4273,"return, investment, made, country, ruin"
4274,"regarding, public, downing, phosphorous, used"
4275,"police, motif, order, malmö, murder"
4276,"eu, military, increasing, destructive, force"
4277,"van, bellen, austria, der, according"
4278,"union, die, soft, european, welt"
4279,"idlib, false, developing, syria, got"
4280,"killing, chechnya, russian, ukrainian, yatsenyuk"
4281,"missile, defence, plan, developing, nuke"
4282,"soross, planned, odessa, war, citizen"
4283,"state, russophobia, nature, ukrainian, current"
4284,"china, system, developing, russia, antiballistic"
4285,"colonial, territory, hungarian, ukraine, romanian"
4286,"elizabeth, warns, ii, war, iii"
4287,"hungarian, ukraine, pole, many, piece"
4288,"protestors, odessa, cia, nuland, helped"
4289,"white, circumvent, trump, russian, house"
4290,"attack, organised"
4291,"attack, sheikhoun, khan, chemical"
4292,"dominated, work, macron, code, ensured"
4293,"similar, chosen, france, putin, russia"
4294,"flag, significantly, attack, operation, russian"
4295,"capital, eurovision, street, start, kyiv"
4296,"war, crisis, medium, since, hitler"
4297,"perestroika, anaconda, conflict, border, around"
4298,"dialogue, conflict, based, russia, nato"
4299,"george, manipulating, situation, medium, people"
4300,"behaviour, altering, nato, aimed, method"
4301,"attack, organised"
4302,"process, ukraine, donbas, osce, special"
4303,"terrorist, wont, couldnt, macron, homosexual"
4304,"organ, paris, nasal, sphincter, airport"
4305,"april, investigation, hinder, osce, vehicle"
4306,"elizabeth, warns, ii, war, world"
4307,"power, indirect, criminal, assistance, ukraine"
4308,"harm, attack, front, building, structure"
4309,"russia, mainly, soros, financial, let"
4310,"eu, union, supposed, find, plato"
4311,"totalitarian, soviet, journalist, dissident, follows"
4312,"speak, waiter, shop, kyiv, force"
4313,"public, made, mh, phosphorous, used"
4314,"president, quality, european, inferior, force"
4315,"occupied, order, territory, crimea, armed"
4316,"opened, enemy, order, climate, russia"
4317,"thanks, sovereign, power, ukraine, side"
4318,"america, cause, power, ukraine, side"
4319,"colour, held, slovakia, soros, attempt"
4320,"exercise, series, russia, nato, international"
4321,"ukraine, shelling, people, army, one"
4322,"seville, muslim, celebrating, gang, easter"
4323,"law, civil, deprived, church, orthodox"
4324,"factory, france, started, reprocessing, weapon"
4325,"consumption, ukraine, crisis, demand, economic"
4326,"moved, authority, genocide, cleansing, russian"
4327,"eu, common, austrian, fraud, presidential"
4328,"partnership, stand, aim, eastern, integration"
4329,"west, russia, boris, new, cold"
4330,"troop, usa, soon, hillary, syria"
4331,"cook, tested, successfully, neutralizing, kilometer"
4332,"us, ukraine, russia, nato, resembles"
4333,"middle, terrorist, chemical, ukraine, past"
4334,"allegedly, report, chemical, weapon, force"
4335,"indicator, south, world, rape, africa"
4336,"human, groundless, european, violated, september"
4337,"paedophilia, democrat, latter, kingdom, trump"
4338,"reported, tried, severely, man, soldier"
4339,"mariupol, delivering, via, past, weapon"
4340,"middle, also, large, controlled, others"
4341,"another, continent, ukraine, wave, guerilla"
4342,"designing, order, military, russia, north"
4343,"mustard, three, gas, latvia, soldier"
4344,"attack, conducted, say, cia, syria"
4345,"turkish, chemical, attack, inspector, force"
4346,"expansion, never, would, nato, began"
4347,"everything, eu, coup, happening, completely"
4348,"anchor, news, point, also, fact"
4349,"chemical, event, attack, orchestrated, completely"
4350,"fake, doctor, human, swedish, right"
4351,"tongue, consider, russian, ukrainianizing, kyiv"
4352,"missile, syrian, trump, airbase, fabricated"
4353,"syrian, khan, thats, sheikhoun, resource"
4354,"leader, chemical, mission, korean, north"
4355,"president, genocide, accused, trump, reported"
4356,"madrid, cuba, country, spanish, spain"
4357,"mariupol, sent, battalion, islamist, kyiv"
4358,"flag, attack, cia, russia, wasnt"
4359,"elite, stpetersburg, use, another, enforce"
4360,"chemical, battalion, east, aided, islamic"
4361,"syrian, khan, chemical, therefore, weapon"
4362,"khan, white, provocation, helmet, sheikhoun"
4363,"syrian, capitulated, attack, airbase, prof"
4364,"idlib, chemical, attack, cia, helmet"
4365,"middle, population, east, goal, destroying"
4366,"planned, proceed, expert, slovakia, government"
4367,"arm, expects, putin, crisis, vladimir"
4368,"usa, chemical, attack, order, war"
4369,"sarin, fragment, ignored, russian, aleppo"
4370,"extremist, attack, order, provocation, discredit"
4371,"conduct, openly, propaganda, czech, censor"
4372,"never, posse, weapon, army, used"
4373,"reparation, war, russia, destroyed, aggression"
4374,"terrorist, attack, established, organised, conceal"
4375,"chechnya, gay, persecution"
4376,"extremism, violate, witness, law, russian"
4377,"mean, economy, deterioration, regime, visafree"
4378,"chemical, attack, orchestrated, completely, obvious"
4379,"wwiii, start, say, responsibility, syria"
4380,"strike, equipment, local, large, eastern"
4381,"mainstream, muslim, prof, manuscript, every"
4382,"chemical, stored, therefore, weapon, force"
4383,"include, anyone, year, budget, reintegrate"
4384,"eu, fund, hole, euro, million"
4385,"fund, tranche, order, ukraine, sell"
4386,"news, chemical, point, attack, happened"
4387,"news, whole, circumstance, happened, false"
4388,"metro, petersburg, step, st, next"
4389,"osce, disguised, ukrainian, force, special"
4390,"without, exist, moscow, russia, isolate"
4391,"place, act, moscow, presidential, russia"
4392,"sanction, lifting, tillerson, minister, rex"
4393,"official, government, country, agency, slovak"
4394,"even, several, fighting, ukrainian, force"
4395,"report, institute, ukraine, east, director"
4396,"eu, ambassador, orchestrated, antiregime, revolution"
4397,"deal, brussels, noneu, country, bilateral"
4398,"circle, minister, czech, finance, political"
4399,"use, obama, ukraine, russian, hillary"
4400,"said, state, alaskan, moscow, live"
4401,"europe, united, without, started, russia"
4402,"anders, former, crimea, rule, fogh"
4403,"data, unfair, skripal, russia, airline"
4404,"data, get, skripal, russia, airline"
4405,"data, get, skripal, russia, airline"
4406,"terrorist, attack, nd, coordinated, deter"
4407,"slow, europe, penalized, market, access"
4408,"better, official, alaskan, would, live"
4409,"merkel, condition, angela, resignation, announced"
4410,"president, get, could, going, poroshenko"
4411,"act, terrorist, ngo, constantly, organization"
4412,"protectorate, handed, german, czech, going"
4413,"chemical, involvement, falsification, operate, information"
4414,"shield, may, antiballistic, nuclear, sudden"
4415,"protest, western, medium, russia, inflate"
4416,"commander, agent, forward, russian, german"
4417,"population, genocide, local, war, donbas"
4418,"facility, sea, russia, pose, part"
4419,"europe, middle, settling, hungarian, migrant"
4420,"electricity, bordering, southern, crimea, country"
4421,"nato, ukrainian, laugh, instructor"
4422,"parliament, eu, satanist, project, satanistic"
4423,"socalled, operation, civil, republic, obey"
4424,"event, committee, taking, moscow, detention"
4425,"instigates, occupied, thats, ukraine, european"
4426,"globalist, zionist, precidency, behind, navalny"
4427,"state, controlling, destroy, sector, third"
4428,"ukrainian, oblast, white, using, army"
4429,"ukraine, daesh, providing, weapon, fighter"
4430,"foresees, eu, creation, muslim, empire"
4431,"president, politician, receiving, largescale, elected"
4432,"changing, strategy, hawk, canada, thinking"
4433,"imposed, community, lgbt, republic, stolen"
4434,"service, cia, deputy, murder, russian"
4435,"west, islamism, use, government, destructively"
4436,"footballer, rejected, country, team, ukrainian"
4437,"consequence, maidan, direct, tuberculosis, rising"
4438,"star, eu, satanist, inspired, prof"
4439,"convoy, american, war, republic, czech"
4440,"service, donald, trump, team, confirmed"
4441,"ethnicity, must, people, religion, german"
4442,"luhanska, oblast, shooting, performing, near"
4443,"migration, europe, transform, statement, want"
4444,"disabled, eurovision, contest, russian, fight"
4445,"criminal, ukraine, group, organized, turning"
4446,"europe, left, thing, ukraine, one"
4447,"rockefeller, virus, patent, owns, zika"
4448,"fulfils, minsk, eu, agreement, russia"
4449,"donbas, suspend, program, cargo, ukrainian"
4450,"bloodthirsty, incite, send, nazi, transcarpathia"
4451,"ukrainian, developed, considered, russian, began"
4452,"blood, ritual, david, secret, died"
4453,"president, ukraine, donbas, lost, poroshenko"
4454,"president, fascist, ukraine, regime, personal"
4455,"regime, germany, canceled, country, victorious"
4456,"wont, attack, russia, nato, hitler"
4457,"bulgaria, turkey, attack, militarily, going"
4458,"showing, sign, terrorist, organization, ukraine"
4459,"power, president, nationalist, radical, ukraine"
4460,"blood, annexed, crimea, would, russia"
4461,"neonazi, eu, latvian, example, march"
4462,"policy, reaction, turkey, betrayal, detat"
4463,"germany, started, start, arabic, school"
4464,"operation, law, government, school, grasse"
4465,"official, protest, trying, politician, anarchist"
4466,"union, moldova, supplying, european, drug"
4467,"election, west, embassy, entity, revolution"
4468,"turkey, transform, détat, order, create"
4469,"genocide, luhansk, nazi, defending, regime"
4470,"voted, chemical, assad, ukraine, russia"
4471,"lpr, accept, passport, bank, european"
4472,"join, oblast, hungary, detach, zakarpattia"
4473,"germany, colony, republic, czech, german"
4474,"video, helmet, white, doctor, proven"
4475,"electronic, population, leave, payment, paper"
4476,"driven, hungry, bread, scrounge, ukrainian"
4477,"eu, accountable, influence, government, control"
4478,"population, war, ukraine, kyiv, waging"
4479,"space, targeting, organised, ukraine, industry"
4480,"eurovision, ministry, culture, ukraine, country"
4481,"advises, islam, convert, people, health"
4482,"first, speak, right, violated, ethnic"
4483,"collapse, policy, ussr, created, independence"
4484,"getting, richer, medium, continue, waging"
4485,"targeting, witch, mccarthyism, russia, hunt"
4486,"joining, referendum, crimea, russia, annexation"
4487,"agreement, geopolitical, western, russia, mission"
4488,"preparing, base, build, slovakia, military"
4489,"food, might, card, social, ration"
4490,"leader, killed, trained, ukrainian, anashenko"
4491,"urged, lawmaker, government, overthrow, eastern"
4492,"late, pregnancy, parenthood, foetus, abortion"
4493,"deal, tell, donbas, medium, russia"
4494,"supplied, supply, donbas, never, weapon"
4495,"defense, compound, build, slovakia, want"
4496,"europe, fallen, infant, rate, mortality"
4497,"vote, hacker, american, cia, russian"
4498,"mosul, stockholm, find, woman, safer"
4499,"action, reflects, soil, sweden, hitler"
4500,"leave, technique, hacking, fingerprint, russian"
4501,"ed, nobody, build, russian, slovak"
4502,"nazi, ukraine, regime"
4503,"catastrophe, blame, close, ukraine, airspace"
4504,"elite, peace, ordinary, want, control"
4505,"impeachment, competitor, eu, ukraine, problem"
4506,"deliberately, act, shot, crash, considered"
4507,"consumption, alcohol, donbas, degrading, army"
4508,"secret, planned, base, american, slovakia"
4509,"mosul, swedish, stockholm, find, safer"
4510,"demonstration, europe, massive, donbas, supporting"
4511,"attack, commandment, moscow, jihad, opposition"
4512,"governed, terrorist, nazi, ukraine, government"
4513,"staged, video, heavy, militia, hague"
4514,"eu, need, ukraine, government, destroying"
4515,"interest, people, company, director, ukroboronprom"
4516,"travelling, issued, sweden, german, mfa"
4517,"contest, holding, medium, kyiv, song"
4518,"drought, unprecedented, weapon, syria, treacherous"
4519,"confirm, popularity, russian, many, abroad"
4520,"eu, news, also, among, russian"
4521,"quarter, three, russian, citizen, third"
4522,"parliament, visit, federica, serbian, refused"
4523,"caput, gdp, ukraine, living, standard"
4524,"begun, fertile, ukraine, soil, sweden"
4525,"globalist, improta, medium, cartoonist, political"
4526,"globalist, improta, medium, cartoonist, dominant"
4527,"separatist, moscow, annex, russia, negotiate"
4528,"un, war, say, single, crime"
4529,"committed, report, un, say, syria"
4530,"perspective, drag, administration, russia, control"
4531,"occupation, majority, ukraine, russian, one"
4532,"president, coup, country, legitimate, still"
4533,"data, provided, asked, blame, russia"
4534,"intends, europe, ukraine, favourable, clean"
4535,"replace, nation, donbas, unleashed, value"
4536,"eu, visa, brussels, get, kyiv"
4537,"great, prime, might, britain, march"
4538,"service, state, conspiracy, american, establishment"
4539,"president, nominated, prize, kazakh, nobel"
4540,"move, nato, aggressively, expanded, promised"
4541,"europe, country, found, finally, agricultural"
4542,"europe, eu, influence, used, political"
4543,"party, form, moscow, ukraine, shape"
4544,"commemorate, ambassador, nemstov, took, part"
4545,"dad, fatherland, ukraine, child, one"
4546,"life, population, civil, ukraine, liberty"
4547,"someone, thousand, pay, people, merely"
4548,"report, evidence, trustworthy, novel, mclaren"
